,n_bodies,time
775,87.0,387.4999999997926
776,87.0,387.9999999997921
777,87.0,388.49999999979167
778,87.0,388.9999999997912
779,87.0,389.49999999979076
780,87.0,389.9999999997903
781,87.0,390.49999999978985
782,87.0,390.9999999997894
783,87.0,391.49999999978894
784,87.0,391.9999999997885
785,87.0,392.49999999978803
786,87.0,392.9999999997876
787,87.0,393.4999999997871
788,87.0,393.99999999978667
789,87.0,394.4999999997862
790,87.0,394.99999999978576
791,87.0,395.4999999997853
792,87.0,395.99999999978485
793,87.0,396.4999999997844
794,87.0,396.99999999978394
795,87.0,397.4999999997835
796,87.0,397.99999999978303
797,87.0,398.4999999997826
798,87.0,398.9999999997821
799,87.0,399.49999999978166
800,87.0,399.9999999997812
801,87.0,400.49999999978075
802,87.0,400.9999999997803
803,87.0,401.49999999977985
804,87.0,401.9999999997794
805,87.0,402.49999999977894
806,87.0,402.9999999997785
807,87.0,403.499999999778
808,87.0,403.9999999997776
809,87.0,404.4999999997771
810,87.0,404.99999999977666
811,87.0,405.4999999997762
812,87.0,405.99999999977575
813,87.0,406.4999999997753
814,87.0,406.99999999977484
815,87.0,407.4999999997744
816,87.0,407.99999999977393
817,87.0,408.4999999997735
818,87.0,408.999999999773
819,87.0,409.49999999977257
820,87.0,409.9999999997721
821,87.0,410.49999999977166
822,87.0,410.9999999997712
823,87.0,411.49999999977075
824,87.0,411.9999999997703
825,87.0,412.49999999976984
826,87.0,412.9999999997694
827,87.0,413.49999999976893
828,87.0,413.9999999997685
829,87.0,414.499999999768
830,87.0,414.99999999976757
831,87.0,415.4999999997671
832,87.0,415.99999999976666
833,87.0,416.4999999997662
834,87.0,416.99999999976575
835,87.0,417.4999999997653
836,87.0,417.99999999976484
837,87.0,418.4999999997644
838,87.0,418.99999999976393
839,87.0,419.4999999997635
840,87.0,419.999999999763
841,87.0,420.49999999976257
842,87.0,420.9999999997621
843,87.0,421.49999999976166
844,87.0,421.9999999997612
845,86.0,422.49999999976075
846,86.0,422.9999999997603
847,86.0,423.49999999975984
848,86.0,423.9999999997594
849,86.0,424.4999999997589
850,86.0,424.9999999997585
851,86.0,425.499999999758
852,86.0,425.99999999975756
853,86.0,426.4999999997571
854,86.0,426.99999999975665
855,86.0,427.4999999997562
856,86.0,427.99999999975574
857,86.0,428.4999999997553
858,86.0,428.99999999975483
859,86.0,429.4999999997544
860,86.0,429.9999999997539
861,86.0,430.49999999975347
862,86.0,430.999999999753
863,86.0,431.49999999975256
864,86.0,431.9999999997521
865,86.0,432.49999999975165
866,86.0,432.9999999997512
867,86.0,433.49999999975074
868,86.0,433.9999999997503
869,86.0,434.49999999974983
870,86.0,434.9999999997494
871,86.0,435.4999999997489
872,86.0,435.99999999974847
873,86.0,436.499999999748
874,86.0,436.99999999974756
875,86.0,437.4999999997471
876,86.0,437.99999999974665
877,86.0,438.4999999997462
878,86.0,438.99999999974574
879,86.0,439.4999999997453
880,86.0,439.99999999974483
881,86.0,440.4999999997444
882,86.0,440.9999999997439
883,86.0,441.49999999974347
884,86.0,441.999999999743
